SPOT_ID,LOCALITY,SAMPLE,STYLE,IS,RELDIST,Source file,DateTime,Date,Time,Duration(s),Comments,Total points,Selection type,Components,Fe57_CPS,Fe57_CPS_Int2SE,Fe57_CPS_LOD,IntStdWv,IntStdWv_Int2SE,IntStdWv_LOD,Li_ppm_m7,Li_ppm_m7_Int2SE,Li_ppm_m7_LOD,Al_ppm_m27,Al_ppm_m27_Int2SE,Al_ppm_m27_LOD,Si_ppm_m29,Si_ppm_m29_Int2SE,Si_ppm_m29_LOD,P_ppm_m31,P_ppm_m31_Int2SE,P_ppm_m31_LOD,Ca_ppm_m44,Ca_ppm_m44_Int2SE,Ca_ppm_m44_LOD,Sc_ppm_m45,Sc_ppm_m45_Int2SE,Sc_ppm_m45_LOD,Ti_ppm_m49,Ti_ppm_m49_Int2SE,Ti_ppm_m49_LOD,V_ppm_m51,V_ppm_m51_Int2SE,V_ppm_m51_LOD,Cr_ppm_m52,Cr_ppm_m52_Int2SE,Cr_ppm_m52_LOD,Mn_ppm_m55,Mn_ppm_m55_Int2SE,Mn_ppm_m55_LOD,Co_ppm_m59,Co_ppm_m59_Int2SE,Co_ppm_m59_LOD,Ni_ppm_m60,Ni_ppm_m60_Int2SE,Ni_ppm_m60_LOD,Cu_ppm_m65,Cu_ppm_m65_Int2SE,Cu_ppm_m65_LOD,Zn_ppm_m66,Zn_ppm_m66_Int2SE,Zn_ppm_m66_LOD,Ga_ppm_m69,Ga_ppm_m69_Int2SE,Ga_ppm_m69_LOD,Ga_ppm_m71,Ga_ppm_m71_Int2SE,Ga_ppm_m71_LOD,Ge_ppm_m72,Ge_ppm_m72_Int2SE,Ge_ppm_m72_LOD,As_ppm_m75,As_ppm_m75_Int2SE,As_ppm_m75_LOD,m77__Cl_CPS,m77__Cl_CPS_Int2SE,m77__Cl_CPS_LOD,Se_ppm_m82,Se_ppm_m82_Int2SE,Se_ppm_m82_LOD,Kr83_CPS,Kr83_CPS_Int2SE,Kr83_CPS_LOD,Rb_ppm_m85,Rb_ppm_m85_Int2SE,Rb_ppm_m85_LOD,Sr_ppm_m88,Sr_ppm_m88_Int2SE,Sr_ppm_m88_LOD,Y_ppm_m89,Y_ppm_m89_Int2SE,Y_ppm_m89_LOD,Zr_ppm_m90,Zr_ppm_m90_Int2SE,Zr_ppm_m90_LOD,Nb_ppm_m93,Nb_ppm_m93_Int2SE,Nb_ppm_m93_LOD,Mo_ppm_m97,Mo_ppm_m97_Int2SE,Mo_ppm_m97_LOD,In_ppm_m113,In_ppm_m113_Int2SE,In_ppm_m113_LOD,Sn_ppm_m117,Sn_ppm_m117_Int2SE,Sn_ppm_m117_LOD,Sn_ppm_m119,Sn_ppm_m119_Int2SE,Sn_ppm_m119_LOD,Sb_ppm_m121,Sb_ppm_m121_Int2SE,Sb_ppm_m121_LOD,Cs_ppm_m133,Cs_ppm_m133_Int2SE,Cs_ppm_m133_LOD,Ba_ppm_m138,Ba_ppm_m138_Int2SE,Ba_ppm_m138_LOD,La_ppm_m139,La_ppm_m139_Int2SE,La_ppm_m139_LOD,Ce_ppm_m140,Ce_ppm_m140_Int2SE,Ce_ppm_m140_LOD,Nd_ppm_m146,Nd_ppm_m146_Int2SE,Nd_ppm_m146_LOD,Lu_ppm_m175,Lu_ppm_m175_Int2SE,Lu_ppm_m175_LOD,Hf_ppm_m179,Hf_ppm_m179_Int2SE,Hf_ppm_m179_LOD,Ta_ppm_m181,Ta_ppm_m181_Int2SE,Ta_ppm_m181_LOD,W_ppm_m182,W_ppm_m182_Int2SE,W_ppm_m182_LOD,W_ppm_m183,W_ppm_m183_Int2SE,W_ppm_m183_LOD,Tl_ppm_m205,Tl_ppm_m205_Int2SE,Tl_ppm_m205_LOD,Pb_ppm_m208,Pb_ppm_m208_Int2SE,Pb_ppm_m208_LOD,Bi_ppm_m209,Bi_ppm_m209_Int2SE,Bi_ppm_m209_LOD,Th_ppm_m232,Th_ppm_m232_Int2SE,Th_ppm_m232_LOD,U_ppm_m238,U_ppm_m238_Int2SE,U_ppm_m238_LOD,Fe_EPMA_ppm
BT_239,Blue Tier,BT1,Greisen,57Fe,6077.136565,Jason_cass_2,20/02/2018 (3) 18:38:05.59,20/02/2018 (3),38:05.6,29.036,BT_main_239,29,Normal,1,1.59E+04,2.80E+03,NaN,0.1,1,NaN,Below LOD,Below LOD,0.2,35.1,1.9,1.7,3.43E+04,5.60E+03,NaN,107,54,NaN,Below LOD,Below LOD,120,12.26,0.85,0.38,2470,190,0.72,0.83,0.22,0.19,3,1.5,2.1,13,2,3.8,2.64,0.41,0.079,16.3,2.3,0.81,Below LOD,Below LOD,0.77,Below LOD,Below LOD,0.61,1.39,0.17,0.18,1.43,0.22,0.038,Below LOD,Below LOD,0.61,Below LOD,Below LOD,0.24,1.6,8.4,NaN,Below LOD,Below LOD,2.4,3,59,NaN,Below LOD,Below LOD,0.13,Below LOD,Below LOD,0.031,0.058,0.019,0.0081,317,26,0.023,1050,140,0.0091,0.084,0.079,0.082,2.11,0.28,0.19,1.59E+05,2.00E+04,0.9,1.40E+05,1.80E+04,1,16.6,7.4,0.093,0.321,0.078,0.073,0.127,0.045,0.021,0.081,0.035,0.0084,0.039,0.02,0.012,Below LOD,Below LOD,0.022,0.072,0.025,0.0036,43.2,3.4,0.025,653,33,0.0031,20.5,3.3,0.019,20.9,3.2,0.049,Below LOD,Below LOD,0.017,Below LOD,Below LOD,0.057,Below LOD,Below LOD,0.026,Below LOD,Below LOD,0.0046,6.6,1.8,0.0046,1021.79
BT_240,Blue Tier,BT1,Greisen,57Fe,6102.586909,Jason_cass_2,20/02/2018 (3) 18:39:15.73,20/02/2018 (3),39:15.7,29.046,BT_main_240,30,Normal,1,1.06E+04,1.30E+03,NaN,0.1,1,NaN,Below LOD,Below LOD,0.23,29.2,2.2,2,2.99E+04,4.50E+03,NaN,174,71,NaN,Below LOD,Below LOD,140,7.17,0.49,0.43,2440,100,0.81,0.65,0.17,0.22,Below LOD,Below LOD,2.4,8.4,1.7,4.3,2.75,0.32,0.089,16.5,1.6,0.91,Below LOD,Below LOD,0.87,Below LOD,Below LOD,0.69,1.33,0.16,0.2,1.42,0.25,0.042,Below LOD,Below LOD,0.69,Below LOD,Below LOD,0.27,7,12,NaN,Below LOD,Below LOD,2.7,-12,53,NaN,Below LOD,Below LOD,0.15,Below LOD,Below LOD,0.035,0.029,0.018,0.009,279,12,0.026,608,24,0.01,Below LOD,Below LOD,0.091,2.2,0.37,0.22,1.57E+05,7.40E+03,1,1.39E+05,7.40E+03,1.2,17.7,6.1,0.11,0.311,0.062,0.082,0.141,0.037,0.024,0.071,0.021,0.0093,0.051,0.022,0.013,Below LOD,Below LOD,0.024,0.045,0.01,0.004,36.6,1.5,0.028,355,16,0.0034,9.75,0.58,0.021,8.95,0.98,0.054,Below LOD,Below LOD,0.019,Below LOD,Below LOD,0.064,Below LOD,Below LOD,0.029,Below LOD,Below LOD,0.0051,1.65,0.21,0.005,751.51
BT_241,Blue Tier,BT1,Greisen,57Fe,6128.495156,Jason_cass_2,20/02/2018 (3) 18:40:26.19,20/02/2018 (3),40:26.2,29.035,BT_main_241,30,Normal,1,1.20E+04,1.10E+03,NaN,0.1,1,NaN,Below LOD,Below LOD,0.19,23.9,2,1.6,2.84E+04,4.30E+03,NaN,151,48,NaN,Below LOD,Below LOD,110,6.85,0.85,0.35,1954,93,0.66,0.49,0.1,0.18,2.28,0.91,1.9,9,1.2,3.5,2.19,0.23,0.072,12.7,1.2,0.74,Below LOD,Below LOD,0.71,Below LOD,Below LOD,0.56,0.9,0.13,0.17,1.05,0.21,0.035,Below LOD,Below LOD,0.56,Below LOD,Below LOD,0.22,27,21,NaN,Below LOD,Below LOD,2.2,12,47,NaN,Below LOD,Below LOD,0.12,Below LOD,Below LOD,0.029,0.03,0.012,0.0074,215,9.2,0.021,707,35,0.0082,Below LOD,Below LOD,0.075,2.48,0.4,0.18,1.30E+05,6.40E+03,0.82,1.15E+05,5.70E+03,0.95,8.7,3.1,0.086,0.282,0.042,0.067,0.096,0.035,0.02,0.049,0.017,0.0076,0.017,0.01,0.011,Below LOD,Below LOD,0.02,0.04,0.012,0.0033,32.7,1.7,0.023,525,28,0.0028,8.71,0.44,0.017,8.5,0.8,0.045,Below LOD,Below LOD,0.015,Below LOD,Below LOD,0.052,Below LOD,Below LOD,0.024,Below LOD,Below LOD,0.0042,1.325,0.078,0.0041,700.955
BT_242,Blue Tier,BT1,Greisen,57Fe,6150.411116,Jason_cass_2,20/02/2018 (3) 18:41:36.33,20/02/2018 (3),41:36.3,29.091,BT_main_242,29,Normal,1,1.19E+04,1.40E+03,NaN,0.1,1,NaN,Below LOD,Below LOD,0.17,18,1.4,1.4,1.95E+04,3.70E+03,NaN,61,49,NaN,Below LOD,Below LOD,100,6.92,0.45,0.31,1626,63,0.58,0.74,0.13,0.16,2.2,1,1.7,9.16,0.92,3.1,1.88,0.2,0.064,11.5,1.1,0.65,Below LOD,Below LOD,0.62,Below LOD,Below LOD,0.49,0.7,0.13,0.15,0.85,0.17,0.031,Below LOD,Below LOD,0.49,Below LOD,Below LOD,0.2,3,11,NaN,Below LOD,Below LOD,1.9,55,54,NaN,Below LOD,Below LOD,0.11,Below LOD,Below LOD,0.025,0.0185,0.008,0.0065,182.3,8.2,0.019,749,33,0.0073,Below LOD,Below LOD,0.066,1.91,0.33,0.16,1.14E+05,6.70E+03,0.72,1.01E+05,6.10E+03,0.84,10.9,3.8,0.076,0.209,0.041,0.059,0.081,0.023,0.017,0.039,0.015,0.0068,0.024,0.011,0.0094,Below LOD,Below LOD,0.018,0.0425,0.0089,0.0029,27.8,1.6,0.02,575,31,0.0025,6.67,0.28,0.015,7.34,0.7,0.04,Below LOD,Below LOD,0.014,Below LOD,Below LOD,0.046,Below LOD,Below LOD,0.021,Below LOD,Below LOD,0.0037,1.144,0.099,0.0037,601.08
BT_243,Blue Tier,BT1,Greisen,57Fe,6181.266404,Jason_cass_2,20/02/2018 (3) 18:42:46.54,20/02/2018 (3),42:46.5,29.043,BT_main_243,29,Normal,1,10580,570,NaN,0,1,NaN,Below LOD,Below LOD,0.11,10.43,0.69,0.97,1.41E+04,2.50E+03,NaN,42,43,NaN,Below LOD,Below LOD,70,3.69,0.47,0.22,954,39,0.41,0.366,0.075,0.11,1.59,0.51,1.2,7.2,1,2.1,1.34,0.14,0.044,7.83,0.56,0.45,Below LOD,Below LOD,0.43,Below LOD,Below LOD,0.34,0.514,0.099,0.1,0.404,0.077,0.021,Below LOD,Below LOD,0.34,Below LOD,Below LOD,0.14,4.7,9,NaN,Below LOD,Below LOD,1.3,5,61,NaN,Below LOD,Below LOD,0.074,Below LOD,Below LOD,0.018,0.015,0.0084,0.0045,120,5.2,0.013,484,21,0.0051,Below LOD,Below LOD,0.046,1.24,0.17,0.11,7.63E+04,3.30E+03,0.5,6.79E+04,3.10E+03,0.58,6,2,0.052,0.128,0.028,0.041,0.049,0.018,0.012,0.0276,0.0075,0.0047,0.0194,0.0087,0.0065,Below LOD,Below LOD,0.012,0.0274,0.0048,0.002,19.36,0.97,0.014,377,12,0.0017,3.52,0.26,0.011,3.55,0.38,0.028,Below LOD,Below LOD,0.0095,Below LOD,Below LOD,0.032,Below LOD,Below LOD,0.015,Below LOD,Below LOD,0.0026,0.587,0.038,0.0026,379.06
BT_244,Blue Tier,BT1,Greisen,57Fe,6204.034261,Jason_cass_2,20/02/2018 (3) 18:43:56.72,20/02/2018 (3),43:56.7,29.039,BT_main_244,30,Normal,1,9.90E+03,1.30E+03,NaN,0.1,1,NaN,Below LOD,Below LOD,0.18,15.6,1.7,1.5,2.95E+04,5.80E+03,NaN,133,51,NaN,Below LOD,Below LOD,110,3.45,0.37,0.34,1182,87,0.63,0.36,0.14,0.17,3.1,1.1,1.8,8.4,1.1,3.3,2.22,0.25,0.069,12.8,1.3,0.7,Below LOD,Below LOD,0.67,Below LOD,Below LOD,0.53,0.6,0.13,0.16,0.8,0.2,0.033,Below LOD,Below LOD,0.53,Below LOD,Below LOD,0.21,3.3,8.9,NaN,Below LOD,Below LOD,2.1,27,69,NaN,Below LOD,Below LOD,0.12,Below LOD,Below LOD,0.027,0.025,0.014,0.007,176,12,0.02,658,38,0.0078,Below LOD,Below LOD,0.071,1.34,0.18,0.17,1.26E+05,1.10E+04,0.78,1.11E+05,9.40E+03,0.9,11.2,4.5,0.082,0.238,0.051,0.064,0.109,0.035,0.019,0.048,0.016,0.0073,0.03,0.013,0.01,Below LOD,Below LOD,0.019,0.042,0.012,0.0031,27.2,1.9,0.021,562,63,0.0027,4.79,0.39,0.016,5.3,0.74,0.042,Below LOD,Below LOD,0.015,Below LOD,Below LOD,0.05,Below LOD,Below LOD,0.023,Below LOD,Below LOD,0.0039,0.749,0.074,0.0039,543.92
BT_245,Blue Tier,BT1,Greisen,57Fe,6221.896983,Jason_cass_2,20/02/2018 (3) 18:45:06.87,20/02/2018 (3),45:06.9,29.099,BT_main_245,29,Normal,1,10210,970,NaN,0.1,1,NaN,Below LOD,Below LOD,0.19,15.4,1.7,1.6,2.14E+04,4.70E+03,NaN,113,74,NaN,Below LOD,Below LOD,120,3.68,0.4,0.36,952,67,0.68,0.3,0.12,0.18,3.1,1.3,2,10.9,1.5,3.6,2.26,0.26,0.075,13.4,1.4,0.76,Below LOD,Below LOD,0.73,Below LOD,Below LOD,0.57,0.55,0.12,0.17,0.71,0.2,0.036,Below LOD,Below LOD,0.58,Below LOD,Below LOD,0.23,-0.2,8.2,NaN,Below LOD,Below LOD,2.3,60,72,NaN,Below LOD,Below LOD,0.12,Below LOD,Below LOD,0.03,0.012,0.0096,0.0076,174.3,8.5,0.022,722,40,0.0085,Below LOD,Below LOD,0.077,1.19,0.31,0.18,1.29E+05,6.80E+03,0.85,1.14E+05,6.60E+03,0.98,10.1,4,0.088,0.23,0.05,0.069,0.074,0.027,0.02,0.046,0.013,0.0079,0.0117,0.0093,0.011,Below LOD,Below LOD,0.021,0.038,0.01,0.0034,29,1.5,0.024,800,120,0.0029,5.05,0.52,0.018,5.07,0.5,0.046,Below LOD,Below LOD,0.016,Below LOD,Below LOD,0.054,Below LOD,Below LOD,0.025,Below LOD,Below LOD,0.0044,0.571,0.051,0.0043,604.235
BT_246,Blue Tier,BT1,Greisen,57Fe,6246.912922,Jason_cass_2,20/02/2018 (3) 18:46:17.15,20/02/2018 (3),46:17.2,29.082,BT_main_246,29,Normal,1,1.14E+04,1.10E+03,NaN,0.1,1,NaN,Below LOD,Below LOD,0.23,15.8,1.4,1.9,2.05E+04,3.70E+03,NaN,26,46,NaN,Below LOD,Below LOD,140,2.92,0.3,0.42,869,45,0.75,0.383,0.093,0.21,2.48,0.8,2.3,11.6,1.5,4.2,1.93,0.23,0.086,12.14,0.9,0.88,Below LOD,Below LOD,0.85,Below LOD,Below LOD,0.66,0.69,0.11,0.2,0.56,0.13,0.037,Below LOD,Below LOD,0.67,Below LOD,Below LOD,0.27,-0.7,7.9,NaN,Below LOD,Below LOD,2.6,9,46,NaN,Below LOD,Below LOD,0.14,Below LOD,Below LOD,0.034,0.0179,0.009,0.0081,163.8,8.3,0.024,730,50,0.0091,Below LOD,Below LOD,0.083,0.85,0.19,0.21,1.17E+05,6.60E+03,0.98,1.01E+05,5.60E+03,1.1,8.8,3.8,0.1,0.217,0.038,0.08,0.099,0.026,0.022,0.049,0.014,0.0085,0.042,0.012,0.012,Below LOD,Below LOD,0.02,0.038,0.0073,0.0035,27.2,1.4,0.024,843,91,0.0029,4.88,0.32,0.018,4.91,0.6,0.046,Below LOD,Below LOD,0.018,Below LOD,Below LOD,0.06,Below LOD,Below LOD,0.028,Below LOD,Below LOD,0.0043,0.551,0.064,0.0043,604.395
BT_247,Blue Tier,BT1,Greisen,57Fe,6272.37501,Jason_cass_2,20/02/2018 (3) 18:49:47.94,20/02/2018 (3),49:47.9,29.06,BT_main_247,29,Normal,1,1.37E+04,1.70E+03,NaN,0.1,1,NaN,Below LOD,Below LOD,0.18,19.1,1.5,1.5,2.44E+04,4.40E+03,NaN,99,57,NaN,Below LOD,Below LOD,110,3.09,0.34,0.34,1000,50,0.64,0.26,0.12,0.17,2.57,0.83,1.9,14.4,1.7,3.3,2.16,0.24,0.07,13.6,1.1,0.71,Below LOD,Below LOD,0.68,Below LOD,Below LOD,0.53,0.68,0.15,0.16,0.74,0.13,0.033,Below LOD,Below LOD,0.54,Below LOD,Below LOD,0.22,1,10,NaN,Below LOD,Below LOD,2.1,9,64,NaN,Below LOD,Below LOD,0.12,Below LOD,Below LOD,0.028,0.033,0.014,0.0071,195.1,9.1,0.02,1014,52,0.008,Below LOD,Below LOD,0.072,1.09,0.19,0.17,1.25E+05,6.80E+03,0.79,1.12E+05,6.50E+03,0.91,11.9,4.2,0.082,0.298,0.051,0.064,0.069,0.027,0.019,0.041,0.01,0.0074,0.025,0.013,0.01,Below LOD,Below LOD,0.02,0.057,0.017,0.0032,29.4,1.9,0.022,710,190,0.0028,6.55,0.66,0.017,6.56,0.7,0.044,Below LOD,Below LOD,0.015,Below LOD,Below LOD,0.05,Below LOD,Below LOD,0.023,Below LOD,Below LOD,0.0041,0.718,0.065,0.004,768.5533333
BT_248,Blue Tier,BT1,Greisen,57Fe,6297.837098,Jason_cass_2,20/02/2018 (3) 18:50:58.15,20/02/2018 (3),50:58.2,29.085,BT_main_248,29,Normal,1,1.44E+04,1.40E+03,NaN,0.1,1,NaN,Below LOD,Below LOD,0.18,21.9,1.5,1.5,2.95E+04,4.30E+03,NaN,120,58,NaN,Below LOD,Below LOD,110,2.29,0.31,0.33,1350,110,0.62,0.34,0.11,0.17,Below LOD,Below LOD,1.8,11.2,1.6,3.3,2.05,0.22,0.068,13,1.5,0.69,Below LOD,Below LOD,0.66,Below LOD,Below LOD,0.52,0.76,0.13,0.16,0.79,0.13,0.033,Below LOD,Below LOD,0.53,Below LOD,Below LOD,0.21,-4.7,6.4,NaN,Below LOD,Below LOD,2.1,46,57,NaN,Below LOD,Below LOD,0.11,Below LOD,Below LOD,0.027,0.022,0.012,0.0069,206,11,0.02,971,55,0.0078,Below LOD,Below LOD,0.071,1.1,0.24,0.17,1.18E+05,5.90E+03,0.77,1.05E+05,6.70E+03,0.89,11.8,4,0.081,0.177,0.046,0.063,0.073,0.022,0.019,0.045,0.015,0.0073,0.026,0.017,0.01,Below LOD,Below LOD,0.019,0.044,0.013,0.0031,25.5,1.1,0.022,720,130,0.0027,6.77,0.56,0.016,7.28,0.67,0.042,Below LOD,Below LOD,0.015,Below LOD,Below LOD,0.049,Below LOD,Below LOD,0.023,Below LOD,Below LOD,0.004,0.909,0.082,0.0039,792.295
BT_249,Blue Tier,BT1,Greisen,57Fe,6323.745345,Jason_cass_2,20/02/2018 (3) 18:52:08.32,20/02/2018 (3),52:08.3,29.056,BT_main_249,30,Normal,1,1.32E+04,1.00E+03,NaN,0.1,1,NaN,Below LOD,Below LOD,0.17,19.8,1.5,1.4,2.63E+04,3.90E+03,NaN,77,41,NaN,Below LOD,Below LOD,100,1.62,0.25,0.31,1243,80,0.58,0.33,0.13,0.16,2.04,0.98,1.7,7.7,1.5,3,1.85,0.17,0.064,11.42,0.89,0.65,Below LOD,Below LOD,0.62,Below LOD,Below LOD,0.49,0.65,0.13,0.15,0.7,0.12,0.03,Below LOD,Below LOD,0.49,Below LOD,Below LOD,0.2,6,12,NaN,Below LOD,Below LOD,1.9,29,62,NaN,Below LOD,Below LOD,0.11,Below LOD,Below LOD,0.025,0.0094,0.007,0.0064,179.7,8.1,0.018,798,45,0.0072,Below LOD,Below LOD,0.065,0.75,0.24,0.16,1.08E+05,5.40E+03,0.72,9.53E+04,4.60E+03,0.83,11.9,4.2,0.075,0.198,0.036,0.058,0.061,0.024,0.017,0.041,0.012,0.0067,0.031,0.011,0.0093,Below LOD,Below LOD,0.017,0.0211,0.0082,0.0029,21.7,1.4,0.02,431,39,0.0025,5.76,0.54,0.015,5.46,0.65,0.039,Below LOD,Below LOD,0.014,Below LOD,Below LOD,0.046,Below LOD,Below LOD,0.021,Below LOD,Below LOD,0.0037,0.82,0.058,0.0036,671.9433333
BT_250,Blue Tier,BT1,Greisen,57Fe,6352.766636,Jason_cass_2,20/02/2018 (3) 18:53:18.49,20/02/2018 (3),53:18.5,29.077,BT_main_250,29,Normal,1,1.44E+04,2.00E+03,NaN,0.1,1,NaN,Below LOD,Below LOD,0.21,25.8,2.4,1.8,3.05E+04,6.00E+03,NaN,117,78,NaN,Below LOD,Below LOD,130,2.08,0.28,0.39,1530,150,0.74,Below LOD,Below LOD,0.2,Below LOD,Below LOD,2.2,12.5,1.5,3.9,2.74,0.28,0.081,15.1,1.6,0.83,Below LOD,Below LOD,0.79,Below LOD,Below LOD,0.62,0.85,0.18,0.19,0.95,0.21,0.039,Below LOD,Below LOD,0.63,Below LOD,Below LOD,0.25,12,12,NaN,Below LOD,Below LOD,2.4,37,51,NaN,Below LOD,Below LOD,0.13,Below LOD,Below LOD,0.032,0.021,0.012,0.0083,244,17,0.024,1002,51,0.0092,Below LOD,Below LOD,0.084,0.77,0.22,0.2,1.47E+05,1.30E+04,0.92,1.30E+05,1.10E+04,1.1,11.7,4.8,0.096,0.309,0.054,0.074,0.089,0.038,0.022,0.086,0.021,0.0086,0.045,0.021,0.012,Below LOD,Below LOD,0.023,0.044,0.015,0.0037,27.7,1.3,0.026,505,99,0.0032,8.47,0.79,0.019,7.63,0.68,0.051,Below LOD,Below LOD,0.017,Below LOD,Below LOD,0.058,Below LOD,Below LOD,0.027,Below LOD,Below LOD,0.0047,1.09,0.12,0.0047,920.03
BT_251,Blue Tier,BT1,Greisen,57Fe,6376.939826,Jason_cass_2,20/02/2018 (3) 18:54:28.70,20/02/2018 (3),54:28.7,29.084,BT_main_251,29,Normal,1,1.45E+04,1.10E+03,NaN,0.1,1,NaN,Below LOD,Below LOD,0.19,18.2,1.9,1.5,2.62E+04,2.50E+03,NaN,107,62,NaN,Below LOD,Below LOD,110,2.34,0.3,0.34,837,73,0.65,Below LOD,Below LOD,0.17,2.4,1.3,1.9,13.4,1.5,3.4,2.26,0.21,0.071,13.7,1.2,0.72,Below LOD,Below LOD,0.69,Below LOD,Below LOD,0.54,0.64,0.11,0.16,0.76,0.14,0.034,Below LOD,Below LOD,0.55,Below LOD,Below LOD,0.22,8,17,NaN,Below LOD,Below LOD,2.1,9,44,NaN,Below LOD,Below LOD,0.12,Below LOD,Below LOD,0.028,0.0209,0.0087,0.0072,181.2,6.6,0.021,1059,48,0.0081,Below LOD,Below LOD,0.073,0.7,0.2,0.17,1.24E+05,4.90E+03,0.81,1.12E+05,4.50E+03,0.93,9.3,3,0.084,0.258,0.049,0.065,0.102,0.031,0.019,0.049,0.015,0.0076,0.032,0.016,0.01,Below LOD,Below LOD,0.02,0.046,0.012,0.0032,26.6,1.3,0.022,830,150,0.0028,9.9,2.7,0.017,6.78,0.7,0.044,Below LOD,Below LOD,0.015,Below LOD,Below LOD,0.051,Below LOD,Below LOD,0.023,Below LOD,Below LOD,0.0041,0.86,0.095,0.0041,828.79
BT_252,Blue Tier,BT1,Greisen,57Fe,6400.806016,Jason_cass_2,20/02/2018 (3) 18:55:38.87,20/02/2018 (3),55:38.9,29.323,BT_main_252,30,Normal,1,1.71E+04,2.60E+03,NaN,0.1,1,NaN,Below LOD,Below LOD,0.21,19,1.6,1.7,2.94E+04,5.10E+03,NaN,166,79,NaN,Below LOD,Below LOD,130,2.46,0.4,0.39,755,26,0.72,Below LOD,Below LOD,0.2,2.6,1.9,2.1,18.7,1.5,3.8,2.59,0.35,0.08,14.2,1.4,0.81,Below LOD,Below LOD,0.77,Below LOD,Below LOD,0.61,0.73,0.13,0.18,0.67,0.18,0.038,Below LOD,Below LOD,0.61,Below LOD,Below LOD,0.25,-6.8,5.3,NaN,Below LOD,Below LOD,2.4,5,61,NaN,Below LOD,Below LOD,0.13,Below LOD,Below LOD,0.031,0.051,0.025,0.008,208.1,9.4,0.023,1302,54,0.009,Below LOD,Below LOD,0.081,0.58,0.22,0.19,1.47E+05,1.40E+04,0.9,1.30E+05,1.20E+04,1,11.4,4.7,0.094,0.295,0.061,0.073,0.086,0.032,0.022,0.064,0.02,0.0084,0.014,0.01,0.012,Below LOD,Below LOD,0.022,0.061,0.014,0.0036,30.2,2.5,0.025,820,270,0.0031,15.7,4.1,0.019,7.38,0.71,0.049,Below LOD,Below LOD,0.017,Below LOD,Below LOD,0.057,Below LOD,Below LOD,0.026,Below LOD,Below LOD,0.0046,0.884,0.08,0.0045,1087.15
BT_253,Blue Tier,BT1,Greisen,57Fe,6425.016278,Jason_cass_2,20/02/2018 (3) 18:56:49.33,20/02/2018 (3),56:49.3,29.042,BT_main_253,30,Normal,1,12700,540,NaN,0.1,1,NaN,Below LOD,Below LOD,0.13,13,1.5,1.1,1.95E+04,3.10E+03,NaN,119,33,NaN,Below LOD,Below LOD,81,1.21,0.2,0.25,339,19,0.46,Below LOD,Below LOD,0.12,1.48,0.85,1.4,6.8,1.5,2.4,1.53,0.17,0.051,8.6,1.2,0.52,Below LOD,Below LOD,0.49,Below LOD,Below LOD,0.39,0.503,0.08,0.12,0.47,0.11,0.024,Below LOD,Below LOD,0.39,Below LOD,Below LOD,0.16,13,12,NaN,Below LOD,Below LOD,1.5,20,73,NaN,Below LOD,Below LOD,0.084,Below LOD,Below LOD,0.02,0.0108,0.0074,0.0051,140,14,0.015,404,58,0.0057,Below LOD,Below LOD,0.052,0.39,0.12,0.12,8.66E+04,8.70E+03,0.58,7.75E+04,7.90E+03,0.66,7.8,2.7,0.06,0.157,0.039,0.046,0.067,0.026,0.014,0.043,0.013,0.0053,0.0215,0.0092,0.0074,0.015,0.017,0.014,0.0215,0.0068,0.0023,20.1,2.3,0.016,370,72,0.002,5.9,1.7,0.012,3.58,0.36,0.031,Below LOD,Below LOD,0.011,Below LOD,Below LOD,0.036,Below LOD,Below LOD,0.017,Below LOD,Below LOD,0.0029,0.489,0.056,0.0029,515.8933333
BT_254,Blue Tier,BT1,Greisen,57Fe,6452.379837,Jason_cass_2,20/02/2018 (3) 18:57:59.57,20/02/2018 (3),57:59.6,29.035,BT_main_254,29,Normal,1,8480,640,NaN,0,1,NaN,Below LOD,Below LOD,0.15,14.29,0.98,1.2,2.00E+04,2.40E+03,NaN,91,31,NaN,Below LOD,Below LOD,88,0.94,0.19,0.27,264,17,0.51,Below LOD,Below LOD,0.14,1.86,0.68,1.5,3.7,1.3,2.6,1.53,0.14,0.056,10.4,0.84,0.56,Below LOD,Below LOD,0.54,Below LOD,Below LOD,0.42,0.444,0.09,0.13,0.57,0.1,0.027,Below LOD,Below LOD,0.43,Below LOD,Below LOD,0.17,-3.1,9.1,NaN,Below LOD,Below LOD,1.7,-3,48,NaN,Below LOD,Below LOD,0.092,Below LOD,Below LOD,0.022,Below LOD,Below LOD,0.0056,141.4,7,0.016,163.6,8.8,0.0063,Below LOD,Below LOD,0.057,0.21,0.13,0.14,9.71E+04,4.50E+03,0.63,8.46E+04,4.60E+03,0.73,8.5,2.6,0.066,0.191,0.036,0.051,0.057,0.013,0.015,0.031,0.011,0.0059,0.0202,0.0085,0.0081,Below LOD,Below LOD,0.015,0.0087,0.0045,0.0025,20.24,0.76,0.018,256,11,0.0022,3.01,0.19,0.013,2.91,0.33,0.035,Below LOD,Below LOD,0.012,Below LOD,Below LOD,0.04,Below LOD,Below LOD,0.018,Below LOD,Below LOD,0.0033,0.383,0.05,0.0032,373.4866667
